,alpha,beta,count_entropy,crossing_points,entropy,flat_spots,frequency,hurst,intervals_mean,lumpiness,arch_lm,sparsity,stability,nperiods,seasonal_period,trend,spike,linearity,curvature
mipt_alpha_116,0.1699999999999999,0.0299999999999999,-17585890379.38535,241.0,0.7612320155684676,65.0,1.0,0.9375889679207186,41.73333333333333,0.0041870892451323,0.7124446626942962,0.067064083457526,0.0464812302125734,0.0,1.0,0.6854545922018181,1.0962969011974874e-08,1.985397466727181,-0.5282631833677175
mipt_alpha_117,0.0992857142857142,0.0381868131868131,-20854020766.02998,281.0,0.8641743198051806,7.0,1.0,0.6493625238959961,335.0,0.0001492537313432,2.8187143844005117e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0135203386784156,3.1515085090349033e-09,0.0600722361288368,-0.0608545816691873
mipt_alpha_118,0.0285714285714285,0.0285714285714285,-33166697739.36066,112.0,0.7551912980875041,254.0,1.0,0.9706683746964384,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_119,0.0757142857142857,0.0068831168831168,-37766602454.7953,219.0,0.7244157439099785,12.0,1.0,0.9369669752576928,335.0,0.0001492537313432,2.818714384378307e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0041694202241167,3.2654790556635914e-09,0.0316863574378589,-0.0122672836428571
mipt_alpha_12,0.0992857142857142,0.0001,-5791872719.666908,135.0,0.7273305541298886,264.0,1.0,0.9413055589656986,4.838235294117647,0.0078620366182555,0.7978322992569017,0.5096870342771982,0.1635549525101764,0.0,1.0,0.6078838427113185,8.62813159112432e-08,-8.663419448463241,-2.455796490655701
mipt_alpha_120,0.1228571428571428,0.0573333333333333,-49764666196.59432,261.0,0.738947532421102,8.0,1.0,0.867783749165916,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_121,0.0992857142857142,0.0458241758241758,-34792401450.91658,303.0,0.825543151362256,5.0,1.0,0.562045269263111,223.0,0.0002939846223428,0.0001150541113864,0.0029806259314456,0.0002939846223428,0.0,1.0,0.0218489172614421,6.0885898694127055e-09,-0.1119802069915658,-0.105014333705567
mipt_alpha_122,0.0992857142857142,0.0305494505494505,-39775768787.59381,289.0,0.8303859423064923,6.0,1.0,0.7188144174747655,335.0,0.0001492537313432,2.8187143844005117e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0088750779587396,3.224935812616087e-09,-0.0381658367541249,-0.025141354319477
mipt_alpha_123,0.1228571428571428,0.0409523809523809,-35822860373.111404,279.0,0.8188823565562778,8.0,1.0,0.507065128849791,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_124,0.1228571428571428,0.0001,-32282489145.25374,243.0,0.7422174834706052,56.0,1.0,0.9412297801780426,307.5,0.0016005829438665,0.9613956147618884,0.0834575260804769,0.0713930348258706,0.0,1.0,0.8706537509605357,2.839074835453181e-09,1.4564844884080346,1.2912549725151543
mipt_alpha_125,0.1228571428571428,0.0491428571428571,-31020853507.49997,231.0,0.8026315852114486,96.0,1.0,0.736653453926448,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_126,0.2171428571428571,0.0434285714285714,-35812619495.02834,65.0,0.6353955053688628,276.0,1.0,1.0537395798178526,333.5,0.0009513040856324,1.0,0.0059612518628912,0.0014789687924016,0.0,1.0,0.0828281270860912,9.629778336681216e-09,0.2609458597422267,-0.2745080535201586
mipt_alpha_127,0.1464285714285714,0.0091517857142857,-36560672054.42537,240.0,0.7071004870138956,80.0,1.0,0.6046239595761105,294.5,0.0006129286228788,0.9635983394534336,0.1222056631892697,0.1041022161917684,0.0,1.0,0.9246424535512414,7.747004388616765e-09,-4.666867088219769,-4.480267494371635
mipt_alpha_128,0.0992857142857142,0.0458241758241758,-69420644516.95117,251.0,0.7015198355623741,5.0,1.0,0.5553215055972823,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_129,0.1464285714285714,0.0274553571428571,-15913955922.485165,150.0,0.8362194747700177,234.0,1.0,0.932964749934724,166.5,0.0010854816824966,0.170658816053368,0.007451564828614,0.0016101311623699,0.0,1.0,0.0292518695854646,1.4561326728606257e-08,0.2163084745745829,-0.139012718396304
mipt_alpha_13,0.0992857142857142,0.0610989010989011,-35958448032.13267,275.0,0.7307783865014392,4.0,1.0,0.7943555449388745,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_130,0.1699999999999999,0.0099999999999999,-35302335308.45125,135.0,0.5138207348973415,246.0,1.0,1.060830263113628,332.5,0.00106135986733,0.7676123555275679,0.0089418777943368,0.0053731343283582,0.0,1.0,0.017903152644766,1.7931199360404526e-08,0.0091003977859216,0.1645100492825923
mipt_alpha_131,0.1228571428571428,0.0573333333333333,-29482989136.42576,252.0,0.7202613473840427,10.0,1.0,0.9088469524915742,5.852631578947369,0.0041301907968574,0.5990046596739088,0.1713859910581222,0.0123654454997738,0.0,1.0,0.0184177180748542,1.2857039232204617e-07,0.6935370292963835,0.7941439224184559
mipt_alpha_132,0.1935714285714285,0.0322619047619047,-65325101585.14601,267.0,0.7994725088506611,5.0,1.0,0.6471426493874972,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_133,0.0757142857142857,0.0412987012987012,-41852664588.36766,221.0,0.669686835024825,6.0,1.0,0.94248472208569,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_134,0.1935714285714285,0.0322619047619047,-10996302974.762728,212.0,0.7093412118294177,123.0,1.0,1.0400170862312763,109.8,0.0011909587863153,0.9382749845614992,0.1818181818181818,0.143613749434645,0.0,1.0,0.910669640368136,9.368570284106235e-09,4.511036728794099,0.1155989692002674
mipt_alpha_135,0.1228571428571428,0.0327619047619047,-20691824264.48922,265.0,0.831883832163235,8.0,1.0,0.7529973649944538,335.0,0.0001492537313432,2.818714384389409e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0203169110340691,3.1376081739501996e-09,0.042974453060339,-0.0319178335207771
mipt_alpha_136,0.0757142857142857,0.055064935064935,-13942262123.862465,263.0,0.7934785652760974,10.0,1.0,0.7822057206843026,5.376237623762377,0.0030265619154508,0.6182856038510209,0.1907600596125186,0.0147670737222976,0.0,1.0,0.0112375262449071,1.2842411364439193e-07,0.1404388234991601,0.4405687497826197
mipt_alpha_137,0.1463747157745296,0.0182901099903542,-24919251616.0417,203.0,0.667662343520975,115.0,1.0,0.875126136913394,186.66666666666663,0.0012655577332194,0.959807824960928,0.1654247391952309,0.1347127996381727,0.0,1.0,0.8968439332646672,1.1790650707840268e-08,-4.637323636385194,-1.5858622934134472
mipt_alpha_138,0.1699999999999999,0.0399999999999999,-36553180898.25868,233.0,0.7271936576140676,10.0,1.0,0.8192326671394267,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_139,0.0991864285863297,0.0686980463839471,-25321873909.161247,273.0,0.6519215697252466,7.0,1.0,0.5385659764064727,335.0,0.0001492537313432,9.28095779506588e-06,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0224330161842755,3.073703922071197e-09,-0.0639935009283825,-0.0673033197292594
mipt_alpha_14,0.0757142857142857,0.0412987012987012,-55920787498.62399,259.0,0.7685614917576569,8.0,1.0,0.738028457619043,333.0,0.00119855269109,0.7457841530608441,0.007451564828614,0.0025192220714608,0.0,1.0,0.0130254141283611,1.533051912531232e-08,-0.0958840417844376,0.0442632158071677
mipt_alpha_140,0.1699999999999999,0.0599999999999999,-39750178654.93727,236.0,0.7748194188297522,45.0,1.0,0.6250418632345244,335.0,0.0001492537313432,2.818714384389409e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.002518964697977,3.2805260991645886e-09,-0.002382832862406,0.02525124875785
mipt_alpha_141,0.0521428571428571,0.0289682539682539,-12810582330.420645,130.0,0.7628004547524841,323.0,1.0,0.926363398334524,223.0,0.0002939846223428,5.002334422710142e-05,0.0029806259314456,0.0002939846223428,0.0,1.0,0.0254200946495823,5.994843162895646e-09,0.1176154390043491,-0.1175857786947737
mipt_alpha_142,0.2171428571428571,0.0434285714285714,-18670535949.553,261.0,0.8146288602713493,48.0,1.0,0.8213426650979225,36.70588235294117,0.0054207079082701,0.5439838252136029,0.0700447093889716,0.0397014925373134,0.0,1.0,0.545025602472422,2.5256914746754915e-08,1.8104839919651776,-0.5605027152398581
mipt_alpha_143,0.1228571428571428,0.0491428571428571,-22214191087.25832,265.0,0.792056018287971,6.0,1.0,0.6573334228232155,132.8,0.0015223545571804,0.1844946811528121,0.0104321907600596,0.0021619176843057,0.0,1.0,0.0272682713697497,2.0536418990529683e-08,-0.1526806259158191,-0.015937359562331
mipt_alpha_144,0.1464285714285714,0.0640625,-17252065395.861214,309.0,0.8656166115421365,7.0,1.0,0.6612871357151724,132.6,0.0017654153475049,0.2509966689256323,0.0119225037257824,0.0031886024423337,0.0,1.0,0.0559704487164428,2.1406624940659453e-08,-0.3326980215725442,-0.1775091937949995
mipt_alpha_145,0.1935714285714285,0.0537698412698412,-20488355735.68529,236.0,0.8149931436173522,13.0,1.0,0.8527867990539824,164.0,0.0014593698175787,0.6657652339842622,0.022354694485842,0.0144911804613297,0.0,1.0,0.3595771175840998,1.4423445389714288e-08,0.6549475933950233,-0.2613765401727816
mipt_alpha_146,0.1228571428571428,0.0409523809523809,-24448835511.88212,293.0,0.8370311121261083,8.0,1.0,0.5748722691936942,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_147,0.1228571428571428,0.0327619047619047,-50054387780.91303,226.0,0.7236778554303872,30.0,1.0,0.9028473351902784,335.0,0.0001492537313432,2.818714384378307e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.002518964697856,3.280526099165362e-09,0.0063327585858443,0.0236553254865451
mipt_alpha_148,0.1699999999999999,0.0399999999999999,-14839032890.263662,225.0,0.8275433744699932,11.0,1.0,0.848983458465362,335.0,0.0001492537313432,2.818714384389409e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0025078025582722,3.280725299695165e-09,-0.0120376888162736,0.0186677077909781
mipt_alpha_149,0.0992857142857142,0.0610989010989011,-56328131081.10234,267.0,0.7405470511951195,4.0,1.0,0.6987667732772674,223.0,0.0002939846223428,4.024278233838441e-05,0.0029806259314456,0.0002939846223428,0.0,1.0,0.0110962034357099,6.3364531511689445e-09,0.0391427783826286,-0.0687904794261972
mipt_alpha_15,0.1699999999999999,0.0399999999999999,-13079090240.263672,204.0,0.6912112336152381,123.0,1.0,1.0294546482126314,182.66666666666663,0.0016407859691441,0.9628939645680584,0.1833084947839046,0.1447263681592039,0.0,1.0,0.9225766006212276,5.982989512926498e-09,4.639323636125421,0.0638964594503353
mipt_alpha_150,0.0992857142857142,0.0610989010989011,-27923087525.6982,236.0,0.7659326860386692,109.0,1.0,0.535358385321422,223.0,0.0002939846223428,0.0001150541113867,0.0029806259314456,0.0002939846223428,0.0,1.0,0.0034900168645461,6.493731917804894e-09,0.0189588902452961,0.0501906446554341
mipt_alpha_151,0.1935714285714285,0.0322619047619047,-69187962686.633,132.0,0.7838005502631179,326.0,1.0,0.7999639209704699,222.0,0.00119855269109,0.3934651381072546,0.007451564828614,0.0025192220714608,0.0,1.0,0.0078947386848544,1.5607525535972347e-08,0.0374856483397412,0.0850730769378917
mipt_alpha_152,0.1464285714285714,0.0732142857142857,-15567152496.573212,208.0,0.7537824397911709,106.0,1.0,0.7626951580173207,93.33333333333331,0.0026056585758078,0.9358450123405412,0.1654247391952309,0.1293034825870647,0.0,1.0,0.8814762343112371,9.659017296931032e-09,-5.898514964399128,-4.5150851253461415
mipt_alpha_153,0.1699999999999999,0.0099999999999999,-70514847274.58145,6.0,0.392797709550111,437.0,1.0,1.3516977976319544,335.0,0.0001492537313432,2.818714384378307e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0024667000716538,3.281126502668168e-09,0.0192443083914346,0.0080093819818392
mipt_alpha_154,0.0992857142857142,0.0534615384615384,-32080663793.70327,249.0,0.6853865831397599,4.0,1.0,0.5718644737102611,334.5,0.0004717154965911,0.4607995842079482,0.0029806259314456,0.0005970149253731,0.0,1.0,0.0050501112209002,6.4536560864645655e-09,0.0043413517758197,0.0505952494780313
mipt_alpha_155,0.1228571428571428,0.0327619047619047,-58758333176.43097,251.0,0.7305680048561662,7.0,1.0,0.7072914271980557,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_156,0.1935714285714285,0.0322619047619047,-26148409740.275703,235.0,0.76041767808492,11.0,1.0,0.7706180778933366,165.5,0.0010854816824966,0.6384886771201264,0.0134128166915052,0.0075440976933514,0.0,1.0,0.0373062353645393,2.4614974970056e-08,-0.2838100791590313,-0.0672585890026518
mipt_alpha_157,0.1699999999999999,0.0099999999999999,-58541473100.163895,219.0,0.7755889699113875,66.0,1.0,0.9423383565164876,75.125,0.0025909174665393,0.8203088702323517,0.1043219076005961,0.0813432835820895,0.0,1.0,0.756362935257391,2.6050840779261915e-08,3.128494517530163,-1.6513057864810168
mipt_alpha_158,0.1228571428571428,0.0491428571428571,-15628865050.922218,237.0,0.8567589888891401,6.0,1.0,0.8131967046935572,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_159,0.1228571428571428,0.0491428571428571,-44452829059.13048,246.0,0.7228374460858379,4.0,1.0,0.8854245036105808,334.0,0.0008126036484245,0.6143167271067012,0.0044709388971684,0.0013432835820895,0.0,1.0,0.0421790147336652,8.408648218711977e-09,-0.1741456299022924,-0.1788054571951043
mipt_alpha_16,0.1228571428571428,0.0327619047619047,-34991376358.6261,247.0,0.7951878922793345,61.0,1.0,0.6460886003300811,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_160,0.1935714285714285,0.0322619047619047,-36325191135.09421,179.0,0.5662112760349389,153.0,1.0,0.9694517114308366,172.33333333333334,0.0012883394475434,0.9727154456105184,0.2295081967213114,0.1745499773857983,0.0,1.0,0.9429990518719276,3.0437719619619444e-09,6.95827485910403,-2.8746612058746943
mipt_alpha_161,0.1228571428571428,0.0491428571428571,-23448687503.433426,295.0,0.8076411858469598,5.0,1.0,0.5748762202270545,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_162,0.0992857142857142,0.0076373626373626,-59550563216.41008,155.0,0.6968161535528902,198.0,1.0,1.1605517416933997,132.4,0.001671273263313,0.3955992681636833,0.0134128166915052,0.004210764360018,0.0,1.0,0.0143250154533521,2.615853433745009e-08,0.32943505593635,-0.1908730395698051
mipt_alpha_163,0.0992857142857142,0.0534615384615384,-47585838602.20763,279.0,0.8032550896246796,6.0,1.0,0.7099981619864637,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_164,0.1228571428571428,0.1228571428571428,-36446203665.57408,132.0,0.7732471201760472,319.0,1.0,0.923580279689439,335.0,0.0001492537313432,0.0,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0220224153820581,3.0751007000744703e-09,0.0642753151542692,-0.0676531870953353
mipt_alpha_165,0.1699999999999999,0.0599999999999999,-20014575623.681213,255.0,0.8236189447988936,4.0,1.0,0.7830064689628239,335.0,0.0001492537313432,2.818714384389409e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0025189646981602,3.2805260991633672e-09,-0.0038769342535247,0.0248176735301014
mipt_alpha_166,0.1228571428571428,0.0491428571428571,-25021010847.587585,279.0,0.7927494954587774,6.0,1.0,0.6561888169876127,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_167,0.1935714285714285,0.043015873015873,-28728455971.83927,199.0,0.6503544541869715,144.0,1.0,0.9400421850140784,175.66666666666666,0.0019724609276848,0.9669921242627368,0.2146050670640834,0.1631071913161465,0.0,1.0,0.932803904515356,5.853468668322942e-09,6.546995095806675,-2.7891180205034045
mipt_alpha_168,0.0992857142857142,0.0305494505494505,-21838601660.012974,238.0,0.695390526349559,97.0,1.0,1.0864931770665085,5.423529411764706,0.0052614034206074,0.7172040990424001,0.3129657228017883,0.0914834916327453,0.0,1.0,0.3679554233989667,1.0858075367558708e-07,3.0780818305299498,2.2192403967657524
mipt_alpha_169,0.1228571428571428,0.0491428571428571,-33105087024.583008,243.0,0.7494123883814143,7.0,1.0,0.7289632726738675,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_17,0.1228571428571428,0.0491428571428571,-17105498558.225534,279.0,0.8537632275402658,7.0,1.0,0.7694952134032438,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_170,0.1464285714285714,0.0640625,-21660032825.526047,239.0,0.7773649631204896,5.0,1.0,0.8699027619279117,133.2,0.0010623091054268,0.1672237873308893,0.007451564828614,0.0013071008593396,0.0,1.0,0.0430662589149736,1.4122528700109205e-08,0.1911361556752413,-0.1211275214780633
mipt_alpha_171,0.1228571428571428,0.0081904761904761,-47572533218.41321,179.0,0.5868176755457679,182.0,1.0,1.0299652711733558,167.0,0.0004341926729986,0.0001604738354709,0.0044709388971684,0.0004341926729986,0.0,1.0,0.0095441219333667,9.492432749133708e-09,0.0555987009288818,-0.0185166391412211
mipt_alpha_172,0.1699999999999999,0.0299999999999999,-34412534521.32016,217.0,0.7751719883404724,5.0,1.0,0.7650369526453548,167.0,0.0004341926729986,0.0002642602670009,0.0044709388971684,0.0004341926729986,0.0,1.0,0.008652083108387,9.539136406223329e-09,0.0706197661883485,0.0151768093082929
mipt_alpha_173,0.0992857142857142,0.0305494505494505,-47315848169.12182,259.0,0.7907221562952648,6.0,1.0,0.6252229515361258,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_174,0.194267334478373,0.0217342750371683,-69857730874.00539,144.0,0.8439546322150413,221.0,1.0,0.6627413615428471,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_175,0.1228571428571428,0.0409523809523809,-27977184352.83273,203.0,0.7841843203778471,106.0,1.0,0.6919023553313313,335.0,0.0001492537313432,2.818714384389409e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0025076593009639,3.280726041544969e-09,-0.0115428814055231,0.0192124134080123
mipt_alpha_176,0.0992857142857142,0.0381868131868131,-42905138235.05542,273.0,0.7911908595720799,5.0,1.0,0.4794278190874742,133.4,0.0005698778833107,0.0604319019842395,0.0059612518628912,0.0005698778833107,0.0,1.0,0.0077706722932932,1.2631516566571537e-08,-0.0259438330418742,0.0996436739180199
mipt_alpha_177,0.1228571428571428,0.0409523809523809,-23742672562.952698,285.0,0.8187558548112305,3.0,1.0,0.4581787806863387,223.0,0.0002939846223428,0.0001150541113867,0.0029806259314456,0.0002939846223428,0.0,1.0,0.0022972398642177,6.510971613999656e-09,0.0173244136549648,0.0465729214113007
mipt_alpha_178,0.1228571428571428,0.0655238095238095,-39718579209.75346,246.0,0.7512869892772996,8.0,1.0,0.5985505399929472,110.5,0.0016439687086453,0.1643227506047622,0.0119225037257824,0.0022795115332428,0.0,1.0,0.007936334618581,2.4440868216261393e-08,0.110903971110213,0.1238327099262283
mipt_alpha_179,0.1228571428571428,0.0409523809523809,-63405507342.28784,203.0,0.6982146843763901,120.0,1.0,0.6948775089787135,167.0,0.0004341926729986,5.347557837176442e-05,0.0044709388971684,0.0004341926729986,0.0,1.0,0.0305631645675443,8.717409587038291e-09,0.1739782874885955,-0.1689039647025471
mipt_alpha_18,0.1228571428571428,0.0491428571428571,-49544170059.97701,277.0,0.7680451978248584,4.0,1.0,0.6241781403413511,335.0,0.0001492537313432,2.818714384378307e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0073277336666967,3.239320251770381e-09,0.0358532014245085,-0.0204688027846352
mipt_alpha_180,0.0757142857142857,0.0275324675324675,-22251482206.668816,152.0,0.8170204056642548,276.0,1.0,0.8851711214044449,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_181,0.0757142857142857,0.0757142857142857,-58883074861.54793,283.0,0.7689380211690533,5.0,1.0,0.5484619492174428,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
mipt_alpha_182,0.1228571428571428,0.0573333333333333,-44765076603.1501,287.0,0.7751586561318828,8.0,1.0,0.6318582933018424,335.0,0.0001492537313432,2.818714384378307e-05,0.0014903129657228,0.0001492537313432,0.0,1.0,0.0025189671634328,3.280526074511157e-09,0.0099434609490356,0.0209308705107692
mipt_alpha_183,0.1462323034665879,0.0638908806181069,-41874953639.53392,214.0,0.7417613024633403,80.0,1.0,0.6549215197820496,671.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2065682614424986e-15,1.637578961322106e-15
