,naming_orig,RMSE,RMSSE,SMAPE,RMSE_model,RMSSE_model,SMAPE_model
221,mipt_alpha_199,1819134.5589636848,0.8157873607737799,22.871455550193787,DeepARTuningObjective_gl,DeepARTuningObjective_gl,LightAutoML_mult_gl
222,mipt_alpha_2,2286409.36485136,0.8784537839911971,19.71193253993988,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl
223,mipt_alpha_20,2099999.941241904,0.6909361698066934,10.323723405599594,TFTTuningObjective_gl,TFTTuningObjective_gl,CatBoostAutoRegressivePipelineEtna_30lags_gl
224,mipt_alpha_200,1619107.1290362475,0.6978396601853561,18.716026842594147,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags,DeepARTuningObjective_gl
225,mipt_alpha_201,1787192.8940950946,0.8568620908061522,17.620187997817993,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl
226,mipt_alpha_202,392180.2609209189,0.4183882460560412,12.999346852302551,LightAutoML,LightAutoML,DeepARTuningObjective_gl
227,mipt_alpha_203,1301186.0256735007,0.4735755871214877,14.604733884334564,LightAutoML,LightAutoML,LightAutoML
228,mipt_alpha_204,1353725.4341881888,0.6388529594071919,18.08001548051834,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags,LightAutoML
229,mipt_alpha_205,1928350.1071662272,0.6659107737620802,16.5137842297554,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl
230,mipt_alpha_206,1028961.388772193,0.5347819673518988,21.810178458690643,LSTNetTuningObjective_gl,LSTNetTuningObjective_gl,DeepARTuningObjective_gl
231,mipt_alpha_207,2059690.0921682368,0.5869089039091239,10.306021571159365,CatBoostDirectPipelineEtna_30lags_gl,CatBoostDirectPipelineEtna_30lags_gl,CatBoostDirectPipelineEtna_30lags_gl
232,mipt_alpha_208,598049.1223703952,0.7066913700884898,18.72503310441971,ARIMAEtna,ARIMAEtna,LightAutoML
233,mipt_alpha_209,1555652.243051769,0.8952251719388286,16.298678517341614,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags
234,mipt_alpha_21,1593722.196760778,0.5981474768924039,12.738153338432312,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags
235,mipt_alpha_210,1697389.2694841688,0.7846514579197704,13.493780791759493,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl
236,mipt_alpha_211,1713414.63617421,0.6515661893979982,12.062189728021622,Prophet,Prophet,NeuralProphet
