,naming_orig,RMSE,RMSSE,SMAPE,CM,RMSE-model,RMSSE-model,SMAPE-model,CM-model
114,mipt_alpha_101,2781518.87232857,0.65426343527682,13.811840116977692,0.5593586169748148,NeuralProphet_gl,NeuralProphet_gl,CatBoostDirectPipelineEtna_horizonlags,BaselineMean
115,mipt_alpha_102,1731440.2495032856,0.7860683555884086,16.62299335002899,0.5519514741201591,LightAutoML,LightAutoML,Prophet,OLS
116,mipt_alpha_103,1150564.8233524263,0.5374255355389677,31.49507343769073,0.5302360717248651,Prophet,Prophet,LightAutoML_mult_gl,BaselineMean
117,mipt_alpha_104,1978390.989514459,0.7736576530643536,20.848989486694336,0.5507884130332716,DeepARTuningObjective_gl,DeepARTuningObjective_gl,DeepARTuningObjective_gl,BaselineMean
118,mipt_alpha_105,1734271.7307550164,0.6858935275170754,13.79719376564026,0.5437902948574824,Prophet,Prophet,Prophet,OLS
119,mipt_alpha_106,921031.9315897792,0.5352771211118572,8.33263099193573,0.5306752129817937,NeuralProphet,NeuralProphet,NeuralProphet,OLS
120,mipt_alpha_107,1445251.667341021,0.5088440215831979,13.300593197345734,0.5296097695562831,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl,BaselineMean
121,mipt_alpha_108,3288466.7507931413,1.2962074171502591,23.54660481214524,0.6049851782312914,Prophet,Prophet,Prophet,OLS
122,mipt_alpha_109,987229.1076421926,0.6602021932436182,41.44066870212555,0.5415396344432499,Prophet,Prophet,Prophet,BaselineMean
123,mipt_alpha_11,3076.49167071845,0.0015148390764281,100.0,0.5202827492902273,CatBoostAutoRegressivePipelineEtna_3lags,CatBoostAutoRegressivePipelineEtna_3lags,NeuralProphet_gl,CatBoostDirectPipelineEtna_3lags
124,mipt_alpha_110,1458934.274752636,1.026293224344797,20.62120884656906,0.5932585358994336,TFTTuningObjective_gl,TFTTuningObjective_gl,CatBoostDirectPipelineEtna_horizonlags,OLS
125,mipt_alpha_111,2750967.757292695,1.1287500834236055,42.00698435306549,0.5851911818121982,DeepARTuningObjective_gl,DeepARTuningObjective_gl,TFTTuningObjective_gl,BaselineMean
126,mipt_alpha_112,877422.47568204,0.5430231530564273,31.856998801231384,0.5164613980238513,LightAutoML,LightAutoML,BaselineMean,BaselineMean
127,mipt_alpha_113,2311079.8671720545,0.6370431905848194,22.17390686273575,0.5424177383885511,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl,BaselineMean
128,mipt_alpha_114,1146847.2566754476,0.6725201767182398,13.688711822032928,0.5365892428301855,NeuralProphet,NeuralProphet,NeuralProphet,OLS
129,mipt_alpha_115,1021614.2447871407,0.7455112643637675,14.04215395450592,0.5685572427550835,LightAutoML,LightAutoML,LSTNetTuningObjective_gl,OLS
130,mipt_alpha_116,1222271.9932977275,1.1077587808382074,24.7420147061348,0.5841100433348275,CatBoostDirectPipelineEtna_30lags_gl,CatBoostDirectPipelineEtna_30lags_gl,CatBoostDirectPipelineEtna_30lags_gl,OLS
131,mipt_alpha_117,978127.7936302596,0.5625473546643589,20.49214094877243,0.5348168584637891,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,BaselineMean
132,mipt_alpha_118,1165694.756121001,0.7589456562418039,15.64825028181076,0.5421871638379092,LightAutoML_mult_gl,LightAutoML,CatBoostDirectPipelineEtna_30lags,OLS
133,mipt_alpha_119,1462248.3807616269,0.5599894260302876,12.948507070541382,0.5569784201950504,LightAutoML,LightAutoML,CatBoostDirectPipelineEtna_30lags_gl,OLS
134,mipt_alpha_12,712763.1469709977,0.6305880958234924,34.58709120750427,0.5348614190787722,Prophet,Prophet,Prophet,BaselineMean
135,mipt_alpha_120,2115823.134597029,0.6746752725625687,13.930507004261017,0.5628758964197473,CatBoostAutoRegressivePipelineEtna_30lags_gl,CatBoostAutoRegressivePipelineEtna_30lags_gl,TFTTuningObjective_gl,OLS
136,mipt_alpha_121,1185458.633623291,0.5538457971343854,11.990855634212494,0.51973404367109,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl,OLS
137,mipt_alpha_122,2298587.491412933,1.000238636977297,17.260661721229553,0.5903891281764404,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,Prophet,OLS
138,mipt_alpha_123,1199134.0047484268,0.5145792007461947,18.015384674072266,0.5162789380432482,LightAutoML,LightAutoML,NeuralProphet,OLS
139,mipt_alpha_124,1903145.392070716,0.9457436609552184,45.22787630558014,0.570077895615146,ARIMAEtna,ARIMAEtna,CatBoostDirectPipelineEtna_30lags,BaselineMean
140,mipt_alpha_125,1203385.122779902,0.5606417090680295,14.589427411556244,0.5526502743762699,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,BaselineMean
141,mipt_alpha_126,1474428.2607817852,0.7746243558485738,17.14806705713272,0.5782215873602288,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,BaselineMean
142,mipt_alpha_127,0.0272072702597247,1.2985965246786695e-08,100.0,0.5177189482702236,LightAutoML,LightAutoML,CatBoostDirectPipelineEtna_30lags,CatBoostDirectPipelineEtna_3lags
143,mipt_alpha_128,2057086.976541342,0.5449652678239967,13.637889921665192,0.5476511594273801,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags,DeepARTuningObjective_gl,BaselineMean
144,mipt_alpha_129,457758.191398035,0.5968894190811905,9.770967066287994,0.5311108983366781,LightAutoML_mult_gl,Prophet,LightAutoML_mult_gl,BaselineMean
145,mipt_alpha_13,1818234.6249832555,0.740643299592165,18.215399980545044,0.5668504400432541,NeuralProphet,NeuralProphet,LSTNetTuningObjective_gl,BaselineMean
146,mipt_alpha_130,814234.5111231776,0.5849040720491911,10.75509786605835,0.5241725042124026,CatBoostAutoRegressivePipelineEtna_30lags_gl,Prophet,LightAutoML_mult_gl,OLS
147,mipt_alpha_131,1605376.142879917,0.5752939593387664,21.60666733980179,0.5390518795475719,CatBoostAutoRegressivePipelineEtna_30lags_gl,CatBoostAutoRegressivePipelineEtna_30lags_gl,NeuralProphet,OLS
148,mipt_alpha_132,2152957.6256824005,0.7627263462966951,14.849790930747986,0.5390924607484804,CatBoostAutoRegressivePipelineEtna_3lags_gl,CatBoostAutoRegressivePipelineEtna_3lags_gl,CatBoostDirectPipelineEtna_30lags_gl,BaselineMean
149,mipt_alpha_133,1984374.2201913428,0.6876973156704373,15.947793424129486,0.5815521632893128,TFTTuningObjective_gl,TFTTuningObjective_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,OLS
150,mipt_alpha_134,720046.567738504,0.9792505317878136,28.419142961502075,0.574327355109334,CatBoostAutoRegressivePipelineEtna_3lags_gl,CatBoostAutoRegressivePipelineEtna_3lags_gl,LightAutoML_mult_gl,BaselineMean
151,mipt_alpha_135,835076.4733172645,0.7292107444836805,16.473588347434998,0.5577520298620158,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl,BaselineMean
152,mipt_alpha_136,1130257.772000706,0.7333561233164326,38.82495164871216,0.5480218765820017,Prophet,Prophet,CatBoostAutoRegressivePipelineEtna_horizonlags,BaselineMean
153,mipt_alpha_137,872584.289824198,0.5805701058821507,16.221264004707336,0.5224812616768523,NeuralProphet,NeuralProphet,NeuralProphet,BaselineMean
154,mipt_alpha_138,1653383.7243761655,0.6288464504368052,15.466716885566711,0.557070852711169,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,DeepARTuningObjective_gl,OLS
155,mipt_alpha_139,1138746.185563754,0.577872877264985,18.76871436834336,0.5444979541470827,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,DeepARTuningObjective_gl,BaselineMean
156,mipt_alpha_14,2397266.3428830765,0.7168797388005065,16.146941483020782,0.5587728418102853,NeuralProphet_gl,NeuralProphet_gl,LightAutoML,OLS
157,mipt_alpha_140,1747961.6262332534,0.7150371846061441,14.890316128730774,0.553147660593776,LightAutoML,LightAutoML,CatBoostDirectPipelineEtna_horizonlags,BaselineMean
158,mipt_alpha_141,650268.3962303565,0.5652078078670313,22.72517681121826,0.5401304682760644,Prophet,Prophet,CatBoostAutoRegressivePipelineEtna_horizonlags,BaselineMean
159,mipt_alpha_142,1250193.0827132263,0.9209580798253916,22.6116806268692,0.5782631031282575,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,OLS
160,mipt_alpha_143,1230701.8349153462,0.7155748722790778,17.428459227085114,0.5640850607471293,NeuralProphet,NeuralProphet,NeuralProphet_gl,OLS
161,mipt_alpha_144,741202.3885120717,0.7402032014414854,16.46030694246292,0.5474369502387036,DeepARTuningObjective_gl,DeepARTuningObjective_gl,TFTTuningObjective_gl,BaselineMean
162,mipt_alpha_145,861687.9761955601,0.7358809064618969,16.219691932201385,0.545002396638866,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl,BaselineMean
163,mipt_alpha_146,1681910.336654127,0.9725945983966956,24.47151094675064,0.5794661789578026,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl,OLS
164,mipt_alpha_147,2647635.021711263,0.6436079854443616,18.16236525774002,0.5890224650407456,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,OLS
165,mipt_alpha_148,542069.0737977956,0.605419809365032,11.856894940137863,0.5330777885748569,LightAutoML_mult_gl,LightAutoML_mult_gl,LSTNetTuningObjective_gl,OLS
166,mipt_alpha_149,1947299.232705647,0.6342035090447086,11.200130730867386,0.5407609063852994,LightAutoML_mult_gl,LightAutoML_mult_gl,TFTTuningObjective_gl,OLS
167,mipt_alpha_15,599698.2639694732,0.6337400161586545,15.494433045387268,0.5438120953346325,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,OLS
168,mipt_alpha_150,959004.0871487462,0.459147227158405,16.92039519548416,0.5276490884622242,Prophet,Prophet,CatBoostDirectPipelineEtna_horizonlags,BaselineMean
169,mipt_alpha_151,1891981.747328446,0.6317837312612228,11.212968081235886,0.545503976457751,NeuralProphet,NeuralProphet,NeuralProphet,OLS
170,mipt_alpha_152,1150682.211615353,0.7635891586599004,65.1250958442688,0.5355618513406937,OLS,OLS,ARIMAEtna,OLS
171,mipt_alpha_153,1298372.0364702868,0.7904614694314241,14.035183191299438,0.554277329168982,LightAutoML_mult_gl,Prophet,LightAutoML_mult_gl,BaselineMean
172,mipt_alpha_154,1163161.741984321,0.5720179783302941,26.85931622982025,0.5529975512675906,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl,BaselineMean
173,mipt_alpha_155,2344861.175210166,0.7831264400717365,17.94891208410263,0.5438372882506775,CatBoostDirectPipelineEtna_30lags_gl,CatBoostDirectPipelineEtna_30lags_gl,TFTTuningObjective_gl,BaselineMean
174,mipt_alpha_156,1561824.088839713,0.9554269996626548,19.901567697525024,0.5890461883469558,LightAutoML,LightAutoML,CatBoostAutoRegressivePipelineEtna_horizonlags,OLS
175,mipt_alpha_157,3893426.697634874,1.0476033429627458,21.61650061607361,0.5964598894565476,CatBoostDirectPipelineEtna_30lags_gl,NeuralProphet,CatBoostDirectPipelineEtna_30lags_gl,OLS
176,mipt_alpha_158,633230.5282343864,0.7178099543544321,15.286560356616974,0.5438728856884385,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl,OLS
177,mipt_alpha_159,1654312.4872792324,0.642087240608353,16.11776500940323,0.5554038415057927,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,TFTTuningObjective_gl,BaselineMean
178,mipt_alpha_16,1560601.784563891,0.8480363727590328,15.66179096698761,0.5466074982580406,BaselineMean,BaselineMean,Prophet,BaselineMean
179,mipt_alpha_160,1602142.9847201528,0.710326023202888,14.07921314239502,0.5480893146781899,DeepARTuningObjective_gl,DeepARTuningObjective_gl,NeuralProphet,BaselineMean
180,mipt_alpha_161,988820.8691648856,0.5983425668046392,15.135015547275543,0.5394880119003502,LightAutoML,LightAutoML,NeuralProphet,BaselineMean
181,mipt_alpha_162,2143984.089732011,0.9670305309700052,15.978862345218658,0.5770313285477213,TFTTuningObjective_gl,CatBoostAutoRegressivePipelineEtna_horizonlags,Prophet,OLS
182,mipt_alpha_163,2035670.663564222,0.6552178701717793,14.625190198421478,0.5501196418198846,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,OLS
183,mipt_alpha_164,1363793.526378535,0.8067809674659752,13.152378797531128,0.5672012753386584,LightAutoML_mult_gl,LightAutoML,CatBoostDirectPipelineEtna_horizonlags_gl,OLS
184,mipt_alpha_165,703982.8943376394,0.5891031618696297,16.735969483852386,0.5138632315943117,DeepARTuningObjective_gl,DeepARTuningObjective_gl,DeepARTuningObjective_gl,BaselineMean
185,mipt_alpha_166,2494510.1342203445,1.2968047068022142,21.281041204929352,0.6109190568466992,TFTTuningObjective_gl,TFTTuningObjective_gl,LightAutoML,OLS
186,mipt_alpha_167,1688045.287127096,0.867393579325785,20.14019936323166,0.5763407432581549,DeepARTuningObjective_gl,DeepARTuningObjective_gl,LightAutoML,BaselineMean
187,mipt_alpha_168,1201920.6270498896,0.5876649237389393,26.10667943954468,0.5623524668560727,LightAutoML,LightAutoML,CatBoostAutoRegressivePipelineEtna_30lags_gl,OLS
188,mipt_alpha_169,1360051.7953431038,0.6127064730691953,16.408877074718475,0.541888577818827,LightAutoML_mult_gl,LightAutoML_mult_gl,CatBoostDirectPipelineEtna_30lags,BaselineMean
189,mipt_alpha_17,708042.4332594763,0.7402929021421111,16.88276380300522,0.5398842013929548,LSTNetTuningObjective_gl,LSTNetTuningObjective_gl,CatBoostDirectPipelineEtna_horizonlags_gl,BaselineMean
190,mipt_alpha_170,578190.7494244438,0.4820349387715544,10.588614642620088,0.5269335082551143,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl,BaselineMean
191,mipt_alpha_171,1296645.5849830362,0.7754818425212476,11.469390988349916,0.5638970879186045,LightAutoML_mult_gl,Prophet,LightAutoML_mult_gl,OLS
192,mipt_alpha_172,1733575.2193891096,0.7077137770302878,15.137697756290436,0.5720060659630111,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,TFTTuningObjective_gl,OLS
193,mipt_alpha_173,2096113.742990108,0.7687450061176642,14.9345725774765,0.5586987400066549,TFTTuningObjective_gl,TFTTuningObjective_gl,CatBoostDirectPipelineEtna_30lags_gl,OLS
194,mipt_alpha_174,1928430.6511897184,0.6886444915138962,12.126205116510391,0.5328994365156756,Prophet,Prophet,Prophet,OLS
195,mipt_alpha_175,1355819.6488441965,0.6733205540456418,18.76450926065445,0.5627663993560789,CatBoostAutoRegressivePipelineEtna_30lags,CatBoostAutoRegressivePipelineEtna_30lags,CatBoostAutoRegressivePipelineEtna_30lags,OLS
196,mipt_alpha_176,1562444.2360558023,0.6856176702292347,17.70108789205551,0.5457802062800806,Prophet,Prophet,Prophet,BaselineMean
197,mipt_alpha_177,1377750.6169927851,0.9416486011203854,20.28044015169144,0.5812293341910788,LightAutoML_mult_gl,LightAutoML_mult_gl,Prophet,OLS
198,mipt_alpha_178,2640879.720771849,0.9073194595219592,19.5200189948082,0.5819694815980316,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl,OLS
199,mipt_alpha_179,2028978.804486632,0.6409227620693594,12.378792464733124,0.5549116543014864,Prophet,Prophet,Prophet,OLS
200,mipt_alpha_18,1893796.158897784,0.6651404494962008,19.44258064031601,0.5342741067647748,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags,DeepARTuningObjective_gl,BaselineMean
201,mipt_alpha_180,1916092.19385707,0.6925950184070998,28.055182099342343,0.5354425103729527,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags,LightAutoML,BaselineMean
202,mipt_alpha_181,2107090.8239598977,0.544362482965125,16.89119040966034,0.5188341256872113,CatBoostAutoRegressivePipelineEtna_30lags,CatBoostAutoRegressivePipelineEtna_30lags,CatBoostAutoRegressivePipelineEtna_30lags,BaselineMean
203,mipt_alpha_182,1355437.3474329235,0.4909544670048526,9.777165949344637,0.5266720531422371,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl,OLS
204,mipt_alpha_183,1437048.9712128812,0.5780876124288215,17.740024626255035,0.5527240090963319,LightAutoML,LightAutoML,Prophet,BaselineMean
205,mipt_alpha_184,1831497.069831126,1.329082202928964,21.97324633598328,0.6465121850789721,ARIMAEtna,ARIMAEtna,LightAutoML_mult_gl,BaselineMean
206,mipt_alpha_185,768768.1704961515,0.5386730350029949,45.87745368480682,0.533672004998634,CatBoostAutoRegressivePipelineEtna_30lags,CatBoostAutoRegressivePipelineEtna_30lags,CatBoostAutoRegressivePipelineEtna_30lags,BaselineMean
207,mipt_alpha_186,1062911.8150288856,0.6772097969326507,13.29137235879898,0.5532899623909088,NeuralProphet,NeuralProphet,NeuralProphet,OLS
208,mipt_alpha_187,1147419.2446564594,0.6933062779605434,17.240838706493378,0.5556481948253937,NeuralProphet_gl,NeuralProphet_gl,CatBoostDirectPipelineEtna_horizonlags_gl,OLS
209,mipt_alpha_188,1963405.1137185115,0.8971695683465613,21.15543335676193,0.5836134133982909,TFTTuningObjective_gl,TFTTuningObjective_gl,NeuralProphet,OLS
210,mipt_alpha_189,2200155.924539895,0.9257122378122442,38.74317705631256,0.5690297423023816,CatBoostDirectPipelineEtna_3lags,CatBoostDirectPipelineEtna_3lags,LightAutoML,BaselineMean
211,mipt_alpha_19,2319054.362201973,0.7568884797691032,14.397303760051727,0.5769181726267947,CatBoostAutoRegressivePipelineEtna_30lags_gl,CatBoostAutoRegressivePipelineEtna_30lags_gl,CatBoostAutoRegressivePipelineEtna_30lags_gl,OLS
212,mipt_alpha_190,1189762.8574468107,1.323422692287325,20.93390077352524,0.6108768382041239,CatBoostDirectPipelineEtna_30lags,CatBoostDirectPipelineEtna_30lags,CatBoostDirectPipelineEtna_30lags,OLS
213,mipt_alpha_191,1823458.5110629743,0.6904101644361238,15.662908554077148,0.5592425534445589,NeuralProphet,NeuralProphet,NeuralProphet,BaselineMean
214,mipt_alpha_192,2950650.358488447,0.7533532365371308,13.69779258966446,0.5682525701139789,NeuralProphet_gl,NeuralProphet_gl,LSTNetTuningObjective_gl,OLS
215,mipt_alpha_193,383696.88303138455,0.8702415934068088,20.964284241199493,0.5503659178382418,Prophet,Prophet,ARIMAEtna,BaselineMean
216,mipt_alpha_194,759425.2405181171,0.7893735434943715,16.07169508934021,0.5568021447312006,NeuralProphet,NeuralProphet,NeuralProphet,BaselineMean
217,mipt_alpha_195,1072993.4539371617,0.5234650800788949,22.90099263191223,0.5134245757812648,LightAutoML,LightAutoML,DeepARTuningObjective_gl,BaselineMean
218,mipt_alpha_196,1433567.4967743931,0.6989660839241222,18.65622699260712,0.5446426585029176,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML,OLS
219,mipt_alpha_197,2249687.333269225,0.8786215494659088,14.22738879919052,0.5879260168188514,TFTTuningObjective_gl,TFTTuningObjective_gl,CatBoostAutoRegressivePipelineEtna_30lags_gl,OLS
220,mipt_alpha_198,1508356.3448681482,1.246753391423158,32.71552920341492,0.6011152897623975,NeuralProphet_gl,NeuralProphet_gl,NeuralProphet,OLS
221,mipt_alpha_199,1819134.5589636848,0.8157873607737799,22.871455550193787,0.5465972940233184,DeepARTuningObjective_gl,DeepARTuningObjective_gl,LightAutoML_mult_gl,BaselineMean
222,mipt_alpha_2,2286409.36485136,0.8784537839911971,19.71193253993988,0.5762990906131782,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl,OLS
223,mipt_alpha_20,2099999.941241904,0.6909361698066934,10.323723405599594,0.5665326844184526,TFTTuningObjective_gl,TFTTuningObjective_gl,CatBoostAutoRegressivePipelineEtna_30lags_gl,OLS
224,mipt_alpha_200,1619107.1290362475,0.6978396601853561,18.716026842594147,0.5469370732243988,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags,DeepARTuningObjective_gl,BaselineMean
225,mipt_alpha_201,1787192.8940950946,0.8568620908061522,17.620187997817993,0.5816601729253541,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl,OLS
226,mipt_alpha_202,392180.2609209189,0.4183882460560412,12.999346852302551,0.4938378341168993,LightAutoML,LightAutoML,DeepARTuningObjective_gl,BaselineMean
227,mipt_alpha_203,1301186.0256735007,0.4735755871214877,14.604733884334564,0.5292456300432857,LightAutoML,LightAutoML,LightAutoML,OLS
228,mipt_alpha_204,1353725.4341881888,0.6388529594071919,18.08001548051834,0.5372632604087403,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags,LightAutoML,BaselineMean
229,mipt_alpha_205,1928350.1071662272,0.6659107737620802,16.5137842297554,0.5661816899704541,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl,BaselineMean
230,mipt_alpha_206,1028961.388772193,0.5347819673518988,21.810178458690643,0.5217485038917284,LSTNetTuningObjective_gl,LSTNetTuningObjective_gl,DeepARTuningObjective_gl,BaselineMean
231,mipt_alpha_207,2059690.0921682368,0.5869089039091239,10.306021571159365,0.5314259609404423,CatBoostDirectPipelineEtna_30lags_gl,CatBoostDirectPipelineEtna_30lags_gl,CatBoostDirectPipelineEtna_30lags_gl,OLS
232,mipt_alpha_208,598049.1223703952,0.7066913700884898,18.72503310441971,0.5271590180371537,ARIMAEtna,ARIMAEtna,LightAutoML,BaselineMean
233,mipt_alpha_209,1555652.243051769,0.8952251719388286,16.298678517341614,0.5600235897635883,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags,CatBoostDirectPipelineEtna_horizonlags,BaselineMean
234,mipt_alpha_21,1593722.196760778,0.5981474768924039,12.738153338432312,0.5487675705242392,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,OLS
235,mipt_alpha_210,1697389.2694841688,0.7846514579197704,13.493780791759493,0.5486517297021323,LightAutoML_mult_gl,LightAutoML_mult_gl,LightAutoML_mult_gl,OLS
236,mipt_alpha_211,1713414.63617421,0.6515661893979982,12.062189728021622,0.5492232182286295,Prophet,Prophet,NeuralProphet,OLS
237,mipt_alpha_212,1159773.523822647,0.9909322375724802,56.44009113311768,0.5713130613514755,CatBoostAutoRegressivePipelineEtna_3lags_gl,CatBoostAutoRegressivePipelineEtna_3lags_gl,Prophet,BaselineMean
238,mipt_alpha_213,1135285.7950947855,0.7031934548523083,9.915201365947723,0.5591288796401614,LightAutoML_mult_gl,LightAutoML_mult_gl,TFTTuningObjective_gl,OLS
239,mipt_alpha_214,2340145.163469993,1.03493110172645,22.99685478210449,0.580727402594218,LightAutoML_mult_gl,LightAutoML_mult_gl,NeuralProphet_gl,BaselineMean
240,mipt_alpha_215,1850988.770247945,0.7959107659849286,12.41132915019989,0.5481796043041052,Prophet,Prophet,CatBoostAutoRegressivePipelineEtna_30lags_gl,OLS
241,mipt_alpha_216,1925018.686695794,0.728945175021182,12.482938170433044,0.5547741337201304,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,CatBoostAutoRegressivePipelineEtna_horizonlags,OLS
242,mipt_alpha_217,1586572.3455752025,0.6872839213399453,15.876786410808563,0.5585573396819246,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,OLS
243,mipt_alpha_218,1163358.756704053,0.6526846683234029,14.236745238304138,0.5458202744742793,Prophet,Prophet,LightAutoML,OLS
244,mipt_alpha_219,1738012.5636185715,0.9695154960328264,14.795483648777008,0.5737183272496669,DeepARTuningObjective_gl,DeepARTuningObjective_gl,NeuralProphet,OLS
245,mipt_alpha_22,2615047.6060584444,0.6034776532449981,16.411565244197845,0.5545103508734004,DeepARTuningObjective_gl,DeepARTuningObjective_gl,NeuralProphet,BaselineMean
246,mipt_alpha_220,1858898.411063929,0.5781693125384959,14.187008142471312,0.5277803439004574,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,DeepARTuningObjective_gl,BaselineMean
247,mipt_alpha_221,1332321.939520625,0.6907332524912978,12.946735322475432,0.5383876865152213,NeuralProphet,NeuralProphet,NeuralProphet,BaselineMean
248,mipt_alpha_222,3331433.669883284,0.7212178471111313,44.32318508625031,0.5350121943045718,CatBoostAutoRegressivePipelineEtna_3lags,CatBoostAutoRegressivePipelineEtna_3lags,CatBoostDirectPipelineEtna_horizonlags,BaselineMean
249,mipt_alpha_223,1653609.7219646478,0.7958797706647592,21.821804344654083,0.5618364621534087,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl,BaselineMean
250,mipt_alpha_224,1177986.9972796813,0.5821272088594435,18.88060569763184,0.5384879421629144,LightAutoML,LightAutoML,LightAutoML,BaselineMean
251,mipt_alpha_225,1763759.2225335068,0.5872582420601562,16.99381023645401,0.53022457696257,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_horizonlags_gl,CatBoostAutoRegressivePipelineEtna_30lags,BaselineMean
252,mipt_alpha_226,1318760.3391063898,0.6366524967523874,17.919649183750153,0.524390380496736,TFTTuningObjective_gl,TFTTuningObjective_gl,LightAutoML,OLS
253,mipt_alpha_227,1389412.2595111935,0.5873209177260809,12.31807991862297,0.5540376829509199,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl,OLS
254,mipt_alpha_228,2225566.297372424,0.6832875727972156,14.514292776584623,0.5625981476046786,LSTNetTuningObjective_gl,LSTNetTuningObjective_gl,LSTNetTuningObjective_gl,BaselineMean
255,mipt_alpha_229,1480666.378498546,0.6966813025547391,11.746485531330109,0.5665756648976086,TFTTuningObjective_gl,TFTTuningObjective_gl,TFTTuningObjective_gl,OLS
256,mipt_alpha_23,1359508.4333272816,0.6350124373194652,13.877788186073303,0.5434473077168857,Prophet,Prophet,Prophet,OLS
257,mipt_alpha_230,1912328.2934224447,0.7407139320313728,28.767281770706177,0.5433759386379851,CatBoostDirectPipelineEtna_30lags,CatBoostDirectPipelineEtna_30lags,CatBoostDirectPipelineEtna_30lags,BaselineMean
258,mipt_alpha_231,2103087.60019168,0.472127142765724,10.707075893878937,0.5245149679106258,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,CatBoostDirectPipelineEtna_horizonlags_gl,BaselineMean
